artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Armin van Buuren,ASOT 1090 - A State Of Trance Episode 1090,"A State Of Trance (ASOT 1090) - Interview with GXD, Pt. 1",35,33653,False,0.551,0.68,6,-8.036,0,0.293,0.0517,0.0,0.43,0.768,132.42,1,trance
陳美玲,Pat Chan,刀山火海,21,206666,False,0.666,0.62,8,-9.431,1,0.0488,0.11,2.52e-06,0.496,0.646,144.925,4,cantopop
The Crystal Method,Vegas,Busy Child,45,445000,False,0.656,0.888,10,-7.137,0,0.0423,0.0153,0.0369,0.227,0.68,125.02,4,breakbeat
Jamie Miller,Your Perfect Soundtrack,It Is What It Is,0,125746,False,0.691,0.741,4,-5.617,1,0.288,0.0868,0.0,0.109,0.318,161.917,4,soul
Mickey Taveras,Latino! Grandes Éxitos - Juan Luis Guerra / Karen Records,Y Qué Me Pasa,27,282093,False,0.702,0.718,7,-7.866,1,0.0399,0.487,0.0,0.317,0.909,147.204,4,salsa
Tan Taşçı,Söz & Müzik: Tan Taşçı (Live),Elbet - Live,41,271354,False,0.571,0.421,7,-8.538,0,0.0501,0.811,0.0,0.164,0.396,139.987,4,turkish
Fresno,Redenção,Uma Música,44,194040,False,0.606,0.921,1,-3.111,1,0.0299,0.0479,0.0,0.106,0.681,125.073,4,r-n-b
Gusttavo Lima,Inventor dos Amores (Ao Vivo),Se Não Quer Me Amar - Ao Vivo,47,198293,False,0.632,0.884,7,-2.752,1,0.0362,0.198,0.0,0.937,0.655,148.054,4,sertanejo
Los KK,KK Urbana,Pánico,33,64653,False,0.514,0.8,1,-10.615,0,0.0632,0.243,0.0,0.285,0.338,90.796,4,hardcore
Quinteto Real,Vinyl Replica: Quinteto Real,Ensueños - Tango,16,162413,False,0.574,0.727,4,-3.44,0,0.0362,0.804,0.662,0.331,0.806,120.046,4,tango
Thakara;V3K,The Back Bencher Returns,The Back Bencher Returns,24,175846,False,0.734,0.525,10,-9.717,1,0.107,0.357,0.00732,0.284,0.419,145.066,4,malay
The Viper;Korsakoff,Temptation,Temptation - Original Mix,30,268279,True,0.566,0.963,0,-3.439,1,0.0903,0.132,4.57e-06,0.379,0.38,160.068,4,happy
Maribou State,Kingdoms In Colour,Beginner's Luck,58,268027,False,0.561,0.573,8,-10.104,0,0.0488,0.606,0.854,0.218,0.243,81.979,4,garage
(Hed) P.E.,Broke,Crazy Legs,25,242800,False,0.607,0.775,6,-5.427,1,0.267,0.00195,1.15e-06,0.0915,0.736,102.051,4,industrial
Godsmack,Halloween Spooky Party 2022,Vampires,0,227240,False,0.486,0.843,7,-6.085,1,0.0635,7.21e-05,0.682,0.0709,0.412,90.016,4,alt-rock
Mark Seibert;Willemijn Verkaik,Musicalballads: Unplugged,Solang ich Dich hab (As Long As You're Mine) - Wicked,22,221026,False,0.478,0.49,5,-7.598,1,0.0342,0.559,0.0,0.12,0.241,123.876,4,show-tunes
告五人,運氣來得若有似無,在這座城市遺失了你 (戲劇《他們創業的那些鳥事》插曲),60,357093,False,0.46,0.297,9,-8.785,1,0.0309,0.692,0.000318,0.107,0.125,180.095,4,mandopop
Slayer,Soundtrack To The Apocalypse (Deluxe Version),New Faith,29,185826,True,0.25,0.992,6,-2.926,1,0.202,0.000878,0.000879,0.0948,0.158,88.336,4,death-metal
CoComelon,Nursery Rhymes by CoComelon,Johny Johny Yes Papa,44,110031,False,0.932,0.194,9,-15.76,1,0.047,0.552,0.0,0.0919,0.942,119.965,4,children
Elysion,Silent Scream,Never Forever,52,200800,False,0.425,0.876,0,-5.107,0,0.0446,7.31e-05,0.0117,0.335,0.63,160.005,4,goth
Counting Crows,Fiesta temática 90s,Mr. Jones,0,272733,False,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,4,alternative
Guri,Billian Billian,Billian Billian,59,177600,False,0.708,0.893,8,-2.002,0,0.0549,0.0188,5.47e-05,0.471,0.753,100.031,4,hip-hop
Prateek Kuhad,Tere Hi Hum,Tere Hi Hum,58,177026,False,0.738,0.305,0,-9.667,1,0.0286,0.851,1.74e-05,0.15,0.489,116.07,1,songwriter
Noisia;Halogenix,Closer,Wordless,40,346720,False,0.457,0.637,1,-5.006,1,0.0405,0.00626,0.878,0.0971,0.035,171.995,4,breakbeat
Simple Plan,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",Addicted,62,232066,False,0.522,0.751,1,-5.46,1,0.0435,0.000491,2.22e-06,0.158,0.605,139.51,3,punk-rock
Kronos,Smash The Speakers,Smash The Speakers,19,171870,False,0.512,0.98,11,-3.614,1,0.239,0.0368,0.00481,0.317,0.326,155.115,4,hardstyle
Don Omar,Reggaeton Mix Perreito,Salió El Sol,5,317280,False,0.886,0.708,4,-5.915,0,0.0911,0.107,0.0114,0.044,0.965,109.976,4,latin
CNCO,Pretend,Pretend,55,200566,False,0.68,0.883,11,-3.862,0,0.103,0.284,0.0,0.14,0.834,101.983,4,reggaeton
Stephen Sondheim;Anthony De Mare,Liaisons: Re-Imagining Sondheim From The Piano,No One Is Alone - Arranged By Fred Hersch,21,243320,False,0.329,0.0405,1,-24.884,1,0.0594,0.993,0.896,0.083,0.0679,74.859,3,show-tunes
Shannon & The Clams,Gone by the Dawn,How Long,25,225610,False,0.362,0.462,7,-11.32,1,0.0376,0.297,0.00121,0.0954,0.0895,112.811,4,garage
Fred & Gustavo,Pra Ser Tudo Perfeito (Ao Vivo),A Dama da Noite - Ao Vivo,48,188773,False,0.726,0.803,11,-4.451,1,0.0345,0.794,0.0,0.345,0.659,135.937,4,sertanejo
Sanah Moidutty;Yazin Nizar,High Way,Kommallo,41,258471,False,0.813,0.524,4,-9.146,1,0.0472,0.301,0.000335,0.26,0.787,124.034,4,indie-pop
Hush Little Baby,Little Baby Nursery Rhymes,Hush Little Baby,44,82105,False,0.668,0.21,5,-11.714,1,0.0374,0.938,0.0,0.102,0.323,113.996,3,children
Madism;MKJ;Felix Samuel,Pumped Up Kicks,Pumped Up Kicks,74,145161,False,0.669,0.687,0,-4.753,1,0.043,0.152,1.6e-05,0.308,0.386,123.903,4,house
Bidê ou Balde;Renato Borghetti,Eles São Assim. E Assim Por Diante.,Mesmo Que Mude,43,288613,False,0.589,0.766,9,-4.466,1,0.0295,0.0112,0.0,0.109,0.709,142.012,4,brazil
ONE OK ROCK,This Is Why - This Is Rock,Let Me Let You Go,0,180211,False,0.533,0.831,5,-3.696,1,0.0609,0.00804,0.0,0.0975,0.741,96.091,4,rock
Richard Wagner;London Symphony Orchestra;Yondani Butt,Wagner: Works for Orchestra,Ride of the Valkyries,49,283440,False,0.234,0.227,11,-18.535,1,0.0373,0.944,0.869,0.0854,0.0703,101.636,3,opera
Wolfgang Amadeus Mozart;Danielle Laval,Mozart - A Classical Dawn,"12 Variations on a Minuet by J.C. Fischer in C, K.179: 4. Variation III",4,91664,False,0.304,0.0925,0,-27.578,1,0.0464,0.992,0.91,0.14,0.896,153.84,5,classical
Gateway Worship;Jessie Harris,I Need You (Live),I Need You - Live,44,473653,False,0.253,0.395,2,-9.633,1,0.0306,0.313,0.0,0.316,0.0999,145.963,3,world-music
Anuel AA;KAROL G,Feliz Cumpleaños con Perreo,Secreto,1,258799,False,0.807,0.803,11,-4.156,1,0.126,0.6,0.0085,0.136,0.706,91.982,4,reggaeton
B.B. King,Indianola Mississippi Seeds,Chains And Things,57,293733,False,0.56,0.241,4,-15.385,0,0.0314,0.593,0.195,0.122,0.341,79.537,4,blues
Flo Rida;Sage The Gemini;Lookas,Energy Hip Hop,GDFR,0,190185,False,0.657,0.827,5,-4.034,1,0.0736,0.000698,0.0053,0.065,0.69,145.887,4,dance
Raul Seixas,Caminhos,Eu Nasci Há 10 Mil Anos Atrás,40,289173,False,0.486,0.825,9,-10.004,1,0.147,0.326,0.0,0.369,0.829,135.736,4,mpb
Justnormal,Not Your Normal Christmas,Glad to Be Here,5,123045,False,0.817,0.406,5,-5.435,0,0.0414,0.526,0.0189,0.102,0.39,98.065,4,study
I'm With Her,Johnny Cash: Forever Words Expanded,Chinky Pin Hill,23,205400,False,0.436,0.232,7,-11.736,1,0.0324,0.937,0.00475,0.096,0.278,145.978,4,bluegrass
Skinny Cap,Black Foam,Black Foam,33,123428,False,0.615,0.466,6,-9.607,0,0.0322,0.301,0.00382,0.249,0.428,140.071,4,study
Dalva De Oliveira,Bandeira Branca,Bandeira Branca,37,171960,False,0.405,0.717,5,-6.322,0,0.0705,0.137,0.0,0.369,0.812,116.837,4,samba
Alice In Chains,Facelift,Man in the Box,75,285200,True,0.355,0.791,8,-7.565,1,0.0453,0.00045,0.0,0.0969,0.758,106.392,4,alt-rock
Frejat,Dose Dupla Frejat,Segredos,45,233533,False,0.581,0.731,7,-5.189,1,0.0289,0.192,0.0,0.405,0.579,127.582,4,mpb
ZABO,Breathe,Breathe,55,199200,False,0.561,0.547,5,-5.345,0,0.0825,0.0622,0.874,0.149,0.202,99.982,4,club
Black Ryno,Riddim Driven: Beauty and The Beast,Shot A Buss,22,192360,False,0.811,0.798,11,-6.349,0,0.179,0.157,0.0,0.092,0.393,112.015,4,j-dance
Di Propósito;Ferrugem,Cartão Postal / Pra Ser Feliz / Um Dia pra Nós Dois / Razão da Minha Vida (Ao Vivo),Cartão Postal / Pra Ser Feliz / Um Dia pra Nós Dois / Razão da Minha Vida - Ao Vivo,51,402826,False,0.337,0.671,2,-6.656,1,0.0634,0.734,0.0,0.689,0.659,161.291,4,pagode
The Red Chord,Clients,Antman,23,187200,False,0.333,0.984,8,-4.317,1,0.164,0.000121,3.17e-06,0.132,0.191,115.464,3,grindcore
René van Kooten,Beste Zangers Musical 2020,I Don't Know How to Love Him,18,200551,False,0.551,0.249,5,-12.054,1,0.0282,0.373,0.0,0.137,0.109,112.031,4,disney
Congo Natty;Rebel MC;Tenor Fly;Top Cat;General Levy;Tippa Irie;Sweetie Irie;Daddy Freddy;Benny Page,Aries & Kelvin 373 present Born On Road x Jungle Cakes - Welcome To The Jungle (DJ Mix),UK Allstars - Congo Natty Meets Benny Page Remix - Mixed,16,59325,False,0.629,0.932,7,-7.291,1,0.277,0.0762,2.5e-06,0.17,0.699,88.969,4,drum-and-bass
June Anderson;Raul Gimenez;Kathryn Bouleyn;Alessandro Corbelli;Nina Walker,Rossini: Soirées Musicales,La Pastorella delle Alpi,20,150000,False,0.571,0.0359,0,-21.715,1,0.077,0.982,8.86e-05,0.128,0.28,65.155,4,opera
Imelda May,Tribal,Little Pixie,22,218133,False,0.447,0.509,0,-7.236,1,0.0279,0.894,0.00136,0.0809,0.285,83.916,4,rockabilly
Cri-Cri,Las 100 Clásicas de Cri Cri Vol. 1,El Perrito - Remasterizado,35,145000,False,0.582,0.256,0,-9.549,1,0.0354,0.78,0.0,0.135,0.473,108.539,4,children
Netto;Isaias Saad,Bom Demais Para Não Crer,Bom Demais Para Não Crer,39,377266,False,0.463,0.688,0,-6.968,1,0.0584,0.151,0.0,0.121,0.215,144.001,4,gospel
Napalm Death,Death By Manipulation,Pride Assassin,13,125226,False,0.341,0.903,1,-14.599,1,0.0741,0.000163,0.89,0.606,0.285,93.662,4,grindcore
Alka Yagnik;Abhijeet,Aap Mujhe Achche Lagne Lage,Aap Mujhe Achche Lagne Lage - Aap Mujhe Achche Lagne Lage / Soundtrack Version,45,432746,False,0.772,0.633,6,-9.397,0,0.0688,0.0197,0.000563,0.153,0.614,124.611,4,k-pop
Nick Lowe,Quiet Please: The New Best of Nick Lowe,I Knew the Bride (When She Used to Rock and Roll),35,266280,False,0.63,0.865,4,-9.081,1,0.034,0.386,1.15e-05,0.333,0.964,147.36,4,power-pop
Steely Dan,Can't Buy A Thrill,Dirty Work,70,187400,False,0.631,0.354,1,-11.112,1,0.0313,0.795,0.000107,0.0879,0.522,73.007,4,psych-rock
Fitz and The Tantrums,20's Rock,I Just Wanna Shine,0,207925,False,0.705,0.918,6,-2.771,0,0.0678,0.0405,0.000106,0.0803,0.537,92.513,4,alternative
Grupo Fundo De Quintal,Palco Iluminado,Não Tem Menos Semelhante,43,252866,False,0.601,0.676,2,-6.838,1,0.0308,0.366,0.0,0.206,0.814,143.122,4,samba
Penny Jayne Black,Early Works,Fire in My Belly,28,166944,False,0.594,0.67,2,-5.501,0,0.0261,0.0855,0.0,0.359,0.424,87.041,4,british
WE ARE FURY;Jordan Tariff,DUALITY,Animals,37,139034,False,0.603,0.707,0,-5.667,1,0.0355,0.0253,1.75e-06,0.381,0.293,144.971,4,dubstep
Ichiko Aoba,Asleep Among Endives,Asleep Among Endives,58,306243,False,0.451,0.0318,0,-19.933,0,0.0421,0.983,0.0532,0.0989,0.148,123.985,4,acoustic
Atif Aslam,Badlapur (Original Motion Picture Soundtrack),Jeena Jeena,72,228969,False,0.682,0.344,5,-8.567,1,0.0281,0.789,0.0,0.121,0.548,104.984,4,pop
The Cure,"Kiss Me, Kiss Me, Kiss Me",Just Like Heaven,73,212013,False,0.437,0.94,9,-6.946,1,0.0426,0.0524,0.000573,0.222,0.48,151.417,4,punk
Harold Faltermeyer;Lady Gaga;Hans Zimmer;Lorne Balfe,Top Gun: Maverick (Music From The Motion Picture),"The Man, The Legend / Touchdown",60,234493,False,0.237,0.436,7,-11.845,1,0.0315,0.25,0.932,0.142,0.05,152.238,3,german
Above & Beyond;anamē;Marty Longstaff,Group Therapy 480,Gratitude (ABGT480),27,352500,False,0.546,0.832,10,-8.834,1,0.0372,0.00145,0.0801,0.193,0.0374,127.996,4,trance
Надежда Обухова,Великие исполнители россии: надежда обухова,"Слушайте, если хотите",0,125133,False,0.465,0.0819,8,-15.578,1,0.0448,0.989,0.0,0.117,0.19,131.712,4,romance
The Knife,Deep Cuts,Pass This On,48,228066,False,0.745,0.835,7,-5.896,0,0.0302,0.0285,0.000351,0.0784,0.697,129.977,4,synth-pop
Wilkinson;Becky Hill,Lazers Not Included,Afterglow,69,225172,False,0.516,0.915,7,-2.498,1,0.0562,0.0228,0.000789,0.125,0.0398,174.032,4,drum-and-bass
Rashid Beibutov,Qalalıyam Qalalı (Azərbaycan Xalq Mahnıları),Gözəlim Sənsən,8,236360,False,0.404,0.102,1,-16.215,0,0.0351,0.976,0.0122,0.172,0.257,61.371,4,romance
Perikles;Anna Hertzman,Heta pojkars flickor,Jag kan inte andas utan dej,33,217160,False,0.548,0.632,7,-5.936,1,0.0249,0.582,0.0,0.111,0.481,89.986,4,ska
The Local Train,Aalas Ka Pedh,Choo Lo,67,233630,False,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,4,indie
Andrés Calamaro;Carlos Vives,Pañuelos al viento,Algún Lugar Encontraré,0,254955,False,0.694,0.52,9,-8.758,1,0.0245,0.412,1.26e-06,0.137,0.52,108.06,4,rock
Vicetone;Cozi Zuehlsdorff,Nevada,Nevada,71,208561,False,0.605,0.783,3,-4.271,1,0.0324,0.299,0.000175,0.133,0.105,124.015,4,edm
DJ Isaac,Go Insane,Go Insane (Original Radio Mix),21,209890,False,0.703,0.981,6,-5.76,1,0.187,0.000689,0.439,0.0832,0.109,141.007,4,hardstyle
MYRNE;JPB;Yung Fusion,Feels Right (Radio Edit),Feels Right,49,199187,False,0.447,0.948,9,-2.503,0,0.307,0.053,8.68e-05,0.882,0.677,89.928,4,dub
Valesca Mayssa;Sidney Almeida,De Janeiro a Dezembro,Um Adorador,42,572720,False,0.423,0.676,7,-5.799,0,0.0466,0.326,0.0,0.106,0.284,115.94,4,gospel
The Chemical Brothers,Helloween Party,Go,0,260696,True,0.751,0.897,1,-3.602,1,0.0468,0.00957,2.72e-05,0.329,0.483,119.97,4,r-n-b
Riot Ten;Sullivan King,Body Bag,Body Bag,44,142666,False,0.473,0.958,11,-3.435,0,0.166,7.43e-05,0.0131,0.507,0.493,180.008,4,dub
The Masochist;Buzz Fuzz,Thunderdome 25 Years Of Hardcore,No Newstyle - Buzz Fuzz Remix,17,415171,False,0.455,0.727,6,-11.574,0,0.177,0.00484,0.609,0.116,0.0442,164.871,4,happy
Anson Seabra,Feeling For My Life,"It's Raining, It's Pouring",57,183089,False,0.598,0.444,2,-8.683,0,0.0327,0.68,1.94e-05,0.142,0.286,113.919,4,songwriter
The Dream Syndicate,Ultraviolet Battle Hymns and True Confessions,Trying to Get Over,21,215880,False,0.339,0.937,9,-4.303,0,0.0702,0.000132,0.0751,0.632,0.562,151.756,4,power-pop
Justnormal,Effervescence,Those Melancholy,16,163235,False,0.705,0.229,3,-7.961,1,0.169,0.838,0.625,0.518,0.104,170.043,4,study
Craig David;Bastille;Vigiland,I Know You (Remixes) (feat. Bastille),I Know You (feat. Bastille) - Vigiland Remix,59,183344,False,0.674,0.471,9,-8.199,1,0.0719,0.0946,0.0,0.22,0.219,127.963,4,british
The Outfield,Live in Brazil '01,"Your Love - Live at The Forum, Curitiba, Brazil, 2001",22,371160,False,0.253,0.866,1,-4.802,0,0.0627,4.73e-05,4.09e-05,0.363,0.483,127.313,4,power-pop
Phil Wickham,The Ascension,This Is Amazing Grace,65,279786,False,0.512,0.814,10,-5.467,1,0.0327,0.00419,0.0,0.0991,0.277,97.996,4,world-music
Martinho Da Vila,Zeca Apresenta: O Quintal Do Pagodinho,Roda Ciranda / Segure Tudo / Casa De Bamba - Ao Vivo,44,210400,False,0.69,0.817,11,-4.986,0,0.0616,0.545,0.000256,0.729,0.887,91.887,4,samba
Devin Wild,Sins (Of My Life),Sins (Of My Life),50,212225,False,0.429,0.875,1,-3.163,1,0.48,0.0181,3.48e-06,0.083,0.277,154.995,4,hardstyle
Eduardo Falú,El Sueno De Mi Guitarra,Cancion Del Jangadero,21,288106,False,0.571,0.266,0,-14.236,1,0.0299,0.711,0.0426,0.105,0.273,114.795,3,guitar
Robyn Hitchcock & The Egyptians,Greatest Hits,So You Think You're In Love,23,154506,False,0.591,0.84,4,-7.029,1,0.0278,0.046,0.000926,0.0961,0.958,129.029,4,power-pop
Gorerotted,Only Tools And Corpses,To Catch A Killer,13,270213,False,0.302,0.968,11,-4.552,0,0.0932,3.29e-05,0.881,0.326,0.599,144.959,4,grindcore
Trampled by Turtles,Palomino,Help You,34,193586,False,0.398,0.78,4,-5.306,1,0.0359,0.242,0.0,0.342,0.772,149.503,4,j-rock
Weezer,Mirando las nubes,Island In The Sun,1,200053,False,0.654,0.794,4,-6.288,0,0.0284,0.00769,0.00134,0.165,0.678,114.62,4,alternative
Motohiro Hata,青の光景,ひまわりの約束,61,308146,False,0.523,0.445,10,-6.359,1,0.0329,0.188,0.0,0.18,0.336,78.957,4,j-rock
Justin Quiles;Robin Schulz,From The Ashes - New Beats,AEIOU,0,161880,False,0.689,0.856,5,-3.394,0,0.0813,0.0493,0.0,0.232,0.706,126.108,4,latin
神崎エルザ,ELZA,Independence,35,227960,False,0.556,0.91,5,-3.975,0,0.0641,0.00307,0.0,0.395,0.463,102.572,4,anime
Sam Tinnesz,Warplanes,Bloodshot,59,200061,False,0.671,0.762,6,-4.028,1,0.0511,0.0594,0.0,0.168,0.535,126.02,4,blues
Hyperanhas,Clima Diferente,Clima Diferente,49,210000,True,0.746,0.601,2,-6.674,0,0.04,0.102,0.0,0.259,0.783,120.035,4,funk
Jay Chou;Ashin Chen,說好不哭,說好不哭,55,222333,False,0.512,0.35,10,-11.843,1,0.0311,0.478,1.15e-06,0.0855,0.343,152.023,4,mandopop
Zeca Pagodinho,Zeca Pagodinho Naturalmente,Deixa A Vida Me Levar,50,275466,False,0.631,0.845,11,-8.08,1,0.236,0.486,0.0,0.0864,0.807,105.103,4,pagode
Traditional;London Philharmonic Orchestra;The London Philharmonic Chorus,"Classical Christmas, Vol. 2",The Trumpet Shall Sound (Remastered 2014),0,262663,False,0.373,0.289,2,-11.743,1,0.0384,0.935,0.594,0.547,0.262,131.174,3,sleep
Slipknot,Rock Brandneu,The Dying Song (Time to Sing),4,203586,False,0.516,0.991,11,-2.587,0,0.126,0.000467,4.66e-05,0.327,0.402,95.017,4,metal
Rafa Figueroa,Un Poco Más,Un Poco Más,45,145303,False,0.685,0.27,4,-15.411,0,0.044,0.804,0.903,0.087,0.45,140.05,4,study
Astrix;Tristan;Volcano On Mars,Awake the Snake (Volcano on Mars Remix),Awake the Snake (Volcano on Mars Remix),45,499862,False,0.582,0.972,6,-5.889,1,0.0465,0.00039,0.802,0.582,0.134,144.995,4,trance
Ella Fitzgerald,Chill Christmas Dinner,The Secret Of Christmas,0,168146,False,0.258,0.175,0,-11.903,1,0.0323,0.939,0.000156,0.136,0.107,89.072,3,jazz
Charlie Rich,Love Songs,Behind Closed Doors,55,174666,False,0.492,0.329,2,-11.788,1,0.0274,0.961,0.199,0.0955,0.589,85.196,4,rockabilly
Jorge Drexler,Frontera,Memoria del cuero,25,304440,False,0.674,0.869,2,-9.837,1,0.0398,0.374,0.154,0.089,0.813,117.999,4,afrobeat
Ludovico Einaudi;Daniel Hope;I Virtuosi Italiani,In A Time Lapse,Experience,79,315426,False,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,4,classical
Валерий Агафонов,Ещё не раз вы вспомните меня,Мы вышли в сад,0,144146,False,0.322,0.119,5,-18.609,1,0.039,0.969,0.296,0.111,0.196,167.016,4,romance
Lil Peep;rainy bear,nuts (feat. rainy bear),nuts (feat. rainy bear),80,85360,True,0.576,0.741,2,-7.404,1,0.0356,0.00831,0.0,0.111,0.143,124.091,4,emo
LoFinga;FLKS;No Spirit,Troddin,Troddin,39,150857,False,0.683,0.217,0,-10.501,0,0.0562,0.788,0.889,0.0903,0.398,139.737,4,study
LaLa Hsu,徐佳瑩LaLa首張創作專輯,失落沙洲,55,299346,False,0.422,0.366,7,-7.181,1,0.0333,0.728,0.0,0.112,0.224,80.197,4,mandopop
Powerman 5000,Tonight The Stars Revolt,They Know Who You Are,25,153306,False,0.558,0.941,6,-5.91,1,0.0659,0.000562,0.718,0.0692,0.273,104.935,4,industrial
Miranda!,El Disco de Tu Corazón,Amanece Junto a Mi,39,187946,True,0.613,0.957,7,-4.824,1,0.0552,0.0215,0.00181,0.204,0.728,179.96,4,electronic
Ritviz,Dev,Liggi,68,181176,False,0.786,0.667,5,-8.272,1,0.054,0.0112,0.053,0.074,0.688,102.046,4,pop-film
arai tasuku,Fantasmagorie The Ghost Show -Original Soundtrack-,Corteo,11,212000,False,0.346,0.0126,0,-21.713,1,0.0399,0.968,0.942,0.0818,0.0731,133.648,4,idm
Feid;Nacho,Para entrar en calor,911,2,221760,False,0.798,0.857,6,-3.748,1,0.105,0.0519,4.99e-05,0.142,0.581,102.998,4,pop
Samuel E. Wright,The Little Mermaid 2,Octopus's Garden,24,169040,False,0.475,0.65,1,-9.15,0,0.0613,0.113,0.0,0.12,0.816,185.601,4,disney
Talking Heads,OK Boomers - Top Tunes,Psycho Killer - 2005 Remaster,1,261413,False,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,4,rock
Billy Preston,The Kids & Me,Nothing From Nothing,63,156200,False,0.808,0.83,9,-3.995,0,0.0283,0.613,0.0112,0.198,0.909,102.8,4,psych-rock
Jhayco;Bad Bunny,CÓMO SE SIENTE (Remix),CÓMO SE SIENTE - Remix,82,227520,True,0.807,0.606,3,-8.871,0,0.088,0.0946,0.0,0.119,0.304,92.988,4,reggaeton
Brandi Carlile,Coffee Moment,This Time Tomorrow,0,206267,False,0.606,0.326,10,-10.031,1,0.0294,0.841,0.0,0.139,0.414,91.626,4,folk
Upchurch,King of Dixie,Radio Jam,42,199466,True,0.465,0.612,9,-9.803,1,0.0529,0.304,0.0,0.0407,0.282,79.814,4,country
RADWIMPS,Your Name.,Cafe at last,43,92226,False,0.638,0.576,7,-7.185,1,0.0357,0.434,0.0344,0.128,0.907,177.07,4,j-rock
Pondora;Skazi;Shanti People,Deva Mahadeva,Deva Mahadeva,34,337342,False,0.627,0.899,4,-4.081,1,0.0393,0.000876,0.00587,0.0789,0.377,142.975,4,trance
The Prophet,"Hardstyle Mission, Vol.1 - Ultimate Bass Attack",Listen to Your Heart - Radio Edit,17,228533,False,0.52,0.636,9,-4.747,0,0.0401,0.149,0.0,0.247,0.256,77.521,4,happy
Korsakoff;Decipher,Affected By Sound,Affected By Sound - Radio Edit,20,212695,False,0.328,0.962,8,-5.435,0,0.237,0.00245,0.000152,0.177,0.13,175.041,4,happy
Rainfall,Soothing Downpours,Eternal Rain,35,247024,False,0.114,0.956,2,-15.482,1,0.0771,5.85e-05,0.933,0.372,1e-05,87.979,4,sleep
Lu Han,Slow Ride,Slow Ride,41,181244,False,0.674,0.657,9,-6.392,1,0.119,0.526,0.0,0.107,0.4,154.792,4,mandopop
Above & Beyond;Zoë Johnston;ALPHA 9,Journey To ABGT500 pt.2,My Own Hymn (ABGT499D3) - ALPHA 9 Remix,33,286875,False,0.487,0.849,0,-6.247,1,0.0739,0.00305,0.00704,0.43,0.108,128.009,4,trance
Eddie Meduza,Gasen i botten,34:an,40,137813,False,0.748,0.893,6,-4.249,1,0.0406,0.172,0.0,0.0878,0.983,115.232,3,swedish
Madhur Sharma;Nusrat Fateh Ali Khan,Mere Baad Kisko Sataoge (Lo-Fi),Mere Baad Kisko Sataoge (Lo-Fi),65,99583,False,0.346,0.495,8,-8.276,1,0.0718,0.273,0.0,0.165,0.33,203.983,4,pop
Little Symphony,Twilight,Tranquille,21,190041,False,0.212,0.189,7,-16.849,1,0.0484,0.933,0.914,0.0799,0.0361,139.519,3,guitar
Lefty Frizzell,Look What Thoughts Will Do,Always Late (With Your Kisses),15,183666,False,0.772,0.152,9,-14.132,1,0.0324,0.834,0.0,0.369,0.546,117.749,3,honky-tonk
V3K,Niraye,Niraye,16,243116,False,0.6,0.298,9,-9.803,0,0.026,0.569,5.89e-05,0.146,0.425,76.93,4,malay
PXNDX,Bonanza,Bella en mi cabeza para siempre,41,260440,False,0.419,0.899,11,-3.405,1,0.0499,0.00403,0.0,0.114,0.465,149.009,4,punk-rock
Dimatik;Zareh Kan;Blackjack,Bulgarian 2020,Bulgarian 2020,41,156521,False,0.728,0.941,0,-4.191,1,0.0778,0.00888,0.646,0.112,0.636,138.006,4,hardstyle
DJ Snake;Lil Jon,Turn Down for What,Turn Down for What,71,213733,False,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,4,electronic
BBS Paranoicos,Antídoto,La Rabia,42,173093,True,0.35,0.894,9,-4.587,0,0.0706,0.0204,0.0,0.138,0.46,167.321,4,hard-rock
Declan McKenna,What Do You Think About the Car?,Brazil,80,252306,False,0.687,0.617,4,-5.213,1,0.0287,0.0941,1.27e-05,0.0898,0.665,121.079,4,alt-rock
Study Music & Sounds;Study Alpha Waves;Binaural Beats Study Music,"Study: Binaural Beats Alpha Waves Music For Reading, Focus & Relaxing Studying Music",Study Music,46,125592,False,0.183,0.00578,5,-39.154,0,0.0472,0.944,0.849,0.103,0.0366,67.932,4,sleep
